Zipcode,Full_time_work_behavior_devices_last_10_Febr,Full_time_work_behavior_devices_first_10_March,Full_time_work_behavior_devices_middle_10_March,Full_time_work_behavior_devices_last_10_March
60005,0.09876063183475091130012150668,0.1026488480145614791397231403,0.07581149574032136309716380891,0.03201031505774189931606682363
60103,0.07739956699542939619918210248,0.08217090610713867073027781034,0.06709540542332427235961015713,0.02805417357656163626312880044
60155,0.08211678832116788321167883212,0.07899934167215273206056616195,0.05711332213464271869750613774,0.02618161774838087363924486702
60162,0.06116800442845280929975089953,0.05880648899188876013904982619,0.04287172507655665192242259272,0.02412961047914512237159600138
60302,0.08448823903369357914812460267,0.07870180174892892775397617231,0.06052576528833414685168398299,0.03504408772326475243047705177
60471,0.05770450221940393151553582752,0.06208095356344673454184256270,0.05035756853396901072705601907,0.02260426615727475326329194524
60501,0.05921353452217649748513946045,0.05895219247995000520779085512,0.04274134119380987472365512159,0.02558746736292428198433420366
60525,0.07613967022308438409311348206,0.08416497394683387794754040449,0.06126162555600485240598463405,0.02921108742004264392324093817
60601,0.08199445983379501385041551247,0.07549388523047977422389463782,0.05512971698113207547169811321,0.02649456521739130434782608696
60004,0.1033472331793080130733686465,0.1143769968051118210862619808,0.08025707973488652339827274553,0.02469188270293242668933276668
60056,0.09343789562526375017583345056,0.09821458935555177690868899847,0.07245274407637013653824211767,0.02788684990784517990223575607
60089,0.1079791366108090112085229164,0.1178240998773826775164418682,0.08186490455212922173274596182,0.02859696157283288650580875782
60203,0.1014530358069538142189932538,0.09657999231458947098757525298,0.06537664132688320663441603317,0.02990626394881714030650200863
60426,0.04755986411467395807440550170,0.04964254156960398425576351514,0.04257682339874120696038504258,0.03258218710369720027314408350
60452,0.08619726889689831971166049038,0.08306770984255771274026852120,0.07106345149461051227914212690,0.02516856544989537316903045803
60476,0.06016597510373443983402489627,0.06187624750499001996007984032,0.05568445475638051044083526682,0.01979045401629802095459837020
60482,0.07391304347826086956521739130,0.07417365174758817017238652538,0.05895933226780323210797371692,0.02778299230336024028533883987
60616,0.08835588355883558835588355884,0.08731587015930147303872558822,0.05841821449970041941282204913,0.03410815560348270628644460420
60628,0.06565441846340722745217127240,0.06916651643531037798209242233,0.05588714053174172544763971785,0.03585257421482862469525311917
60632,0.08706808572678232978568304418,0.08235074924809028239865853983,0.06195701187434240192394408538,0.03256772863447476081564281803
60634,0.09327790356705393266768122935,0.09388677114217139630100240011,0.07438805970149253731343283582,0.03001352722353736895502198174
60642,0.08679430535100638193421698576,0.07738803919772872973715541716,0.05878546003667349800453025564,0.03778517110266159695817490494
60644,0.06228306980331662167373698419,0.06535137166478767380683953401,0.05001078748651564185544768069,0.03239462543714338302963371986
60647,0.08047945205479452054794520548,0.08203731365140731628737955071,0.06328096211182204951257914308,0.03714464344819977198337685264
60651,0.07928693373565728351927581689,0.08129325098593645360517895677,0.06109351910491872493139117585,0.03242052250550834120239219389
60655,0.09007733362378825835965581091,0.09766268533772652388797364086,0.07802371079834141213572388016,0.03162031067722723644624547185
60656,0.09597837107130787428185197702,0.09557185903314555220751997904,0.06643554549313711617376538843,0.02718461305467211873390882932
60707,0.09333559293310172435707325340,0.09042356517809457294277145557,0.06792452830188679245283018868,0.03356002365464222353636901242
60016,0.08960871170173495754891103728,0.08544994326612551278694248058,0.06215213358070500927643784787,0.03029880894337257087135195375
60022,0.08483972041455772475295251868,0.09041835357624831309041835358,0.05436408977556109725685785536,0.03142076502732240437158469945
60029,0.09505501789738830703963940077,0.1035166578529878371232152300,0.06601042269832078749276201506,0.02873030583873957367933271548
60070,0.09847042604871003741876189851,0.1036262659261679189807252532,0.07423862414905051952705123612,0.03041509433962264150943396226
60074,0.08753036730845933500126908155,0.08380200510008034373144234464,0.06669303797468354430379746835,0.02888294589590619214153466365
60126,0.08186263096623981373690337602,0.08042943413106687541936926862,0.05750699409387628225054398508,0.02104801578601183950887963166
60131,0.06896879756468797564687975647,0.06651376146788990825688073394,0.05937893411665967268149391523,0.03062373339337986939878405764
60163,0.09022556390977443609022556391,0.09111699566682715454983148772,0.07120743034055727554179566563,0.02679187957464438613451180776
60192,0.07858725400755897302228593770,0.07560521415270018621973929236,0.05810697283674040884906188743,0.01938931297709923664122137405
60193,0.08551741109880644764365694598,0.08175549089169689480607485949,0.07003213711837171933583288698,0.02855027532275230206839109713
60201,0.06332215630642249161722981687,0.05854980267420627908346586558,0.04318591432136420352141965895,0.02626262626262626262626262626
60455,0.08170310701956271576524741082,0.07285535937221330479757446050,0.05525203587259045459231007113,0.02684057346124824835614961733
60462,0.08540459727153803027471500654,0.08331815698415589145875068294,0.06292251690067602704108164327,0.02576366996412653549298836830
60473,0.06142034548944337811900191939,0.05473277527366387636831938184,0.06112295664534470504619758351,0.03548616039744499645138396026
60624,0.06823623304070231444533120511,0.06633507337732689845365901704,0.05407816245749010425377710877,0.03037341432910487761300696802
60625,0.09171832309997355974029789359,0.08354068505479379533061570226,0.06376915924292870212063949129,0.03299236889105374249066406884
60639,0.08390473190705788287742592009,0.08718941303564998199495858840,0.06605490861032840435877615141,0.03229150055812470100462446181
60706,0.1021052631578947368421052632,0.1013110846245530393325387366,0.07461527601298884653395453904,0.02963238024507983661344225771
60062,0.1031231585150265173836181497,0.1034389140271493212669683258,0.06974048878810783572688334593,0.02273713913609724332537443021
60068,0.09509074182487245964706866271,0.09573580256726145531136986846,0.07270042949176807444523979957,0.02761675856543663697629483011
60076,0.09000770119368502117828263381,0.08498960498960498960498960499,0.06522819926419409366610321169,0.03132405976300875837197320969
60104,0.07398091934084995663486556808,0.06693440428380187416331994645,0.05980686521139332954637669399,0.03104775231764911666958194857
60107,0.07631208096681897766579835162,0.07402897844880068184585413369,0.06061724408359090280020298012,0.02700628387777617882668969156
60173,0.08027960177928404998940902351,0.08221256638388854403751982895,0.05974186567740938248705464101,0.02747567258156840297653119634
60194,0.08347521281922884326489734602,0.08705751184613955216946947877,0.06571504097277293153581813376,0.02947345181587371674577767966
60202,0.09272934906737723639132089836,0.07723890171927123428278162689,0.06135524233059470867566141554,0.03936170212765957446808510638
60301,0.09027179928668060509162464641,0.09035992952428895041530329726,0.06519587045679536133503040588,0.03613580067026081888387002768
60419,0.04878048780487804878048780488,0.04138851802403204272363150868,0.03211678832116788321167883212,0.02619414483821263482280431433
60456,0.08405074762120525600362483009,0.09188822776229569932966784665,0.07142267360251011477169515317,0.02976292000682244584683609074
60461,0.06672637707120465741155396328,0.07039902897891063571536944318,0.05601233299075025693730729702,0.02546171776941007710238479469
60472,0.07410995398401550012109469605,0.07236061684460260972716488731,0.04612593936252915263021508163,0.02531997774067890929326655537
60527,0.07252229513713612653541982164,0.07935731180164750020389854009,0.05440655859884479224892863797,0.02486819854769720481448323883
60610,0.08726841744120766015844301666,0.08123962368566685113447703376,0.06169181034482758620689655172,0.04451716003348299216193592573
60630,0.1014904679376083188908145581,0.1009485771342985521717423864,0.07318800074529532327184646916,0.03229121378601636298960515395
60638,0.09229229919955837703560585150,0.09036768513723459347488348006,0.06996407446383858910621620641,0.03109567901234567901234567901
60659,0.09269059470788577416819491747,0.08536699831049371128214755022,0.05514272536257879362476297853,0.02694610778443113772455089820
60714,0.09098984067062676955532115694,0.08842680109220751942869145138,0.06462225355422394548231700153,0.02836529567737559351298020596
