census_block_group,amount_land,amount_water,latitude,longitude
170679542001,1681872,867652,40.35794,-91.4401677
170010101003,208407485,16128524,40.1140413,-91.4364945
170679542002,82381749,7010625,40.3161942,-91.4283887
170010105002,40064596,10673233,39.9991475,-91.4212596
170010106002,19593602,2904943,39.8765293,-91.420528
170010008002,1594062,970500,39.9183086,-91.4137435
170010007002,880817,354525,39.9326365,-91.4125376
170010004003,893793,121728,39.9410141,-91.4107858
170010004001,2195256,87252,39.9573668,-91.4091716
170010004002,647229,0,39.9465817,-91.4081635
170010008003,366216,0,39.9174209,-91.4058983
170010008001,406965,0,39.9251944,-91.4058823
170010004004,721323,3145,39.9529852,-91.4047528
170010007001,475121,0,39.9329908,-91.3999576
170010009001,539372,0,39.9251486,-91.3998601
170010009002,1258554,0,39.9113962,-91.3995452
170010005002,577870,0,39.9398502,-91.3985484
170010005001,684646,0,39.9467318,-91.3985398
170010006003,448882,0,39.9343379,-91.3918396
170010006004,486405,0,39.9291094,-91.3917506
170010010012,487950,0,39.9236564,-91.3917219
170010010021,651216,0,39.917276,-91.3917144
170010002023,305311,0,39.9392721,-91.3903947
170010105001,8526618,19718,39.9792364,-91.3879912
170010002011,2649821,0,39.9577092,-91.3869104
170010010022,2425487,0,39.9066104,-91.3865365
170010002022,767930,0,39.9441907,-91.385657
170010002012,556517,0,39.948528,-91.3856466
170010002021,441717,0,39.9391728,-91.3823768
170010006002,442903,0,39.9342532,-91.3823707
170010006005,498129,0,39.929021,-91.3823067
170010010013,538857,0,39.916551,-91.3822892
170010010011,602836,0,39.922901,-91.3822757
170679540002,7575941,5332964,40.540193,-91.3793675
170010006001,854270,0,39.930742,-91.3727199
170010001003,920607,0,39.945196,-91.3726445
170010106005,12193980,21151,39.8910464,-91.3694679
170010001004,826516,0,39.9375717,-91.368532
170010011002,3113045,0,39.9226842,-91.3667111
170010001002,972110,0,39.9445853,-91.3628882
170679541002,1990420,2586122,40.3935238,-91.3617719
170010011003,5544412,0,39.9049889,-91.3592195
170679542003,264397101,7278797,40.2679428,-91.3567158
170010001001,7923634,16904,39.9540864,-91.3541131
170679541003,16403432,876041,40.3688915,-91.3521657
170010011004,2491617,0,39.9187914,-91.3491051
170010011001,1691439,0,39.9304292,-91.3488137
170010001005,2294317,5138,39.9416296,-91.3415462
170679541001,12123221,2559966,40.4182862,-91.340884
170010106004,95796688,6924950,39.8060013,-91.3368267
170010104001,23602714,18369,39.9622815,-91.3251157
170679541004,4554812,0,40.3881315,-91.3243495
170010106001,18389649,0,39.9098768,-91.3229537
170679540001,53854192,13981826,40.5924698,-91.3130463
170010104002,61061632,66889,39.9827329,-91.304939
170679540003,202722940,7644351,40.4691766,-91.2992108
170010106003,60219348,139583,39.8737833,-91.2909703
170010101001,15315804,0,40.0898323,-91.2886099
170010101002,231168014,1427505,40.1418153,-91.2544881
170010101004,119714668,109152,40.039376,-91.2405771
170010103006,16933395,0,39.8201253,-91.2368498
170010103003,107742382,48146,39.8864204,-91.2090985
170010104003,92162148,174243,39.9787802,-91.1942346
170679539002,172682598,328303,40.4875624,-91.1885649
170679539001,72424721,3939970,40.6014155,-91.1720692
170679543005,176367762,500079,40.2419677,-91.153322
170679543003,165684750,157229,40.3351389,-91.15219
170679538002,7899752,0,40.4071585,-91.1471902
170010103005,174696241,202793,39.793423,-91.1338248
170679538003,1839516,0,40.4088309,-91.125438
170679538001,4931544,0,40.4242277,-91.1226346
170010102002,169738362,195452,40.1149367,-91.1021379
170010103002,139388373,234949,39.955882,-91.0887491
170010103004,58821936,51734,39.8659839,-91.0794362
170010102003,27301994,14724,40.046834,-91.0578296
170719734003,92846638,16517719,40.8196606,-91.0415091
170679537001,193196050,219041,40.4969753,-91.0158902
170719735002,120468841,12437317,40.7300373,-91.006842
170679537002,185720899,73149,40.5861263,-91.0056175
170679543002,264391428,29701,40.3944583,-91.0012576
170719735003,150006623,66193,40.6725581,-91.0001825
170679543001,122487576,12569,40.257089,-90.9961804
170010102001,174406989,45349,40.1132236,-90.980366
170010103001,274464732,802324,39.8917093,-90.9776438
170719733003,8890358,4208420,40.9106922,-90.96585
170010102004,16083785,21442,40.0293879,-90.9544009
170719734002,84532435,0,40.845991,-90.9496492
170679543004,40428291,137442,40.2225759,-90.9352266
170719733002,27648644,8840800,41.015119,-90.9298605
170719734001,137915890,181403,40.8706011,-90.8545199
170719733001,184783144,88690,40.9968477,-90.8490021
170719735001,174181142,0,40.7189938,-90.8461581
170099704001,360683263,319750,39.9723416,-90.8423412
170099705003,722093,0,39.9849721,-90.7673784
170099705001,1525673,0,39.9917923,-90.7640606
170099705002,13859252,31720,39.9741781,-90.7568814
170139512001,266249924,20214500,39.3287441,-90.7520892
170099704003,151880474,1623738,39.8853042,-90.6703049
170099704002,262847524,2164100,40.0053808,-90.6547515
170139513001,139659604,24304720,39.091633,-90.6515531
170139512003,24308914,1521243,39.1422766,-90.6390155
170139512002,75421589,4183530,39.2459123,-90.6368905
170850202001,2891522,578587,42.5033914,-90.6361314
170850202003,5435259,0,42.4899958,-90.6203929
170850202004,7351893,0,42.4877426,-90.5990614
170139513002,151762885,26833171,38.9368206,-90.5847997
170850202002,37587139,11735009,42.4465432,-90.5611587
170619738002,241042276,2764473,39.3884536,-90.5189559
170850202005,62792790,0,42.4843141,-90.5140513
170619738003,218119556,2913682,39.2285546,-90.5112314
170619738001,130075658,1670320,39.4825741,-90.5099772
170830105001,131400236,11911712,39.0178316,-90.5058966
170830104021,197020573,678323,39.129022,-90.4881981
170850203006,76988528,8954905,42.4418501,-90.480824
170179603002,216273306,7083667,39.9325405,-90.4494809
170619740003,30607930,0,39.2824524,-90.4460136
170850203001,3129706,0,42.4151205,-90.44047
170179604002,640967,97024,40.0124656,-90.4400125
170619740002,53548466,84249,39.3295471,-90.4362566
170179605002,401383,107708,40.0162236,-90.4341014
170850203002,1122877,0,42.4276691,-90.4336014
170179604003,1178374,83159,39.9962641,-90.4335922
170179604001,426120,0,40.0086793,-90.4306841
170850203004,713599,0,42.4191713,-90.429891
170579530003,7189826,0,40.653122,-90.4288964
170179605003,521264,0,40.0116912,-90.4247073
170579539003,76356738,987287,40.2227542,-90.4190757
170179603003,1187047,9322,40.0154163,-90.4161936
170850203003,2833374,0,42.4236187,-90.4149279
170179605001,2480642,669315,40.0266929,-90.4146954
170830104022,90754562,281363,39.0426289,-90.4121029
170619739002,2458916,0,39.4329316,-90.4114325
170730302012,61943767,362532,41.4063807,-90.4086443
170579539002,42761238,110375,40.2997471,-90.4083366
170619739001,4032462,148826,39.4439316,-90.4002526
170619739003,2470960,16612,39.4282417,-90.3973714
170579531002,150015883,374144,40.4094244,-90.3960353
170730302014,68363613,68233,41.307627,-90.3887268
170730302013,8968363,0,41.3572828,-90.3853605
170619737002,1431943,0,39.4773326,-90.3777503
170730312003,10498081,0,41.1877943,-90.375523
170850203005,24468716,306217,42.4137268,-90.3754621
170730301005,1600848,391557,41.4787013,-90.3712882
170619737003,1852736,0,39.4772014,-90.3657585
170730301003,2917106,59430,41.4741717,-90.3654822
170830103001,17986670,862392,38.9793146,-90.3652162
170619737001,8314420,0,39.4950844,-90.3640332
170730301004,547400,0,41.4708322,-90.3622611
170619740004,43818857,23889,39.2805402,-90.3568292
170579530002,176108825,147630,40.6599791,-90.3562261
170830104013,6939997,0,39.1303327,-90.3503674
170730302011,34285093,0,41.3950826,-90.3487316
170730312002,166858387,133189,41.2134748,-90.3484744
170730301007,10850788,1044193,41.4931916,-90.3472569
170730301001,14447739,366335,41.4590981,-90.3456104
170730301002,958813,40519,41.4833111,-90.3429337
170579539001,45682730,314002,40.2689034,-90.3419813
170850201002,105718888,0,42.4744572,-90.336512
170579531001,102370021,703384,40.5103883,-90.3363718
170830104014,448968,0,39.1230624,-90.3354072
170830104015,359109,0,39.118018,-90.3349229
170830104012,11131540,0,39.1005032,-90.3339168
170730301006,2467449,159007,41.4733704,-90.3324393
170619740001,99628266,60179,39.3503768,-90.3322768
170830104016,49498332,39904,39.0806613,-90.3293355
170850204011,37605024,585233,42.3981678,-90.3262973
170830104011,860709,0,39.113628,-90.3259165
170730312004,9802003,0,41.1804943,-90.3238011
170850204023,147791718,21747446,42.2634528,-90.3216215
170179603001,207920224,11179134,40.0318324,-90.3197859
170830103003,35799802,5936067,38.9535131,-90.3163523
170579531003,61592015,0,40.345667,-90.3160676
170579530004,175660953,521441,40.5764988,-90.3146822
170179602003,95727230,18411,39.9142297,-90.3104749
170830103002,58259545,65729,39.0175415,-90.3091297
170830101002,5011446,0,39.1255511,-90.3086642
170830101003,3735373,0,39.1101953,-90.3083529
170730302022,37800678,0,41.3013038,-90.3058843
170619736001,242974772,188060,39.4664524,-90.2966614
170850204012,145734297,14050,42.3500572,-90.2841901
170730302031,65955343,1492192,41.4747874,-90.2830492
170830101004,91802625,57804,39.1468858,-90.2823512
170619736004,162093556,143002,39.2505118,-90.2817465
170579531004,171365516,37885,40.391793,-90.2638065
170730302021,159432062,57781,41.3750163,-90.2497939
170579530001,42018655,0,40.6730733,-90.2467857
170730302023,42964768,0,41.2976519,-90.2390853
170619736003,62267537,201971,39.3304741,-90.2330378
170730302032,22335101,389383,41.5067814,-90.2244588
170179602002,41884349,0,39.9187208,-90.2226887
170579539004,201385907,7470439,40.2392946,-90.2110804
170619736002,101675002,210130,39.3957831,-90.2096273
170579532002,21519082,345995,40.506052,-90.2076455
170850204024,11196526,0,42.3183221,-90.2063362
170830102001,95129047,313890,39.0763541,-90.1979511
170850204022,88522423,156502,42.2237719,-90.1933494
170830102002,24707696,146746,39.0143942,-90.1902877
170830101001,135586879,30238,39.1826404,-90.1845725
170730303005,4830586,0,41.4538288,-90.1829495
170730302024,7508029,0,41.3130852,-90.1813269
170850201005,92182260,1698879,42.4469052,-90.1803079
170730303006,4077270,20814,41.4441761,-90.177688
170730303001,8880981,93590,41.4669984,-90.1758773
170730302033,28708291,584221,41.5104476,-90.1736143
170730302025,13628327,36704,41.2822749,-90.1724224
170579532003,33177680,481619,40.4743433,-90.1702381
170730312001,194563900,31883,41.2104209,-90.1702069
170579532004,55353375,0,40.4304704,-90.1635689
170579538001,14972854,0,40.4063996,-90.1595361
170159603002,2080338,1817247,42.0991963,-90.1590903
170850204021,164663172,0,42.3305872,-90.1558998
170579538002,16504444,0,40.3741193,-90.1555702
170579538003,700513,0,40.3968459,-90.1521424
170730303004,1048144,0,41.4489318,-90.149995
170730303002,3014868,57052,41.469098,-90.1497967
170579532001,73047132,5855051,40.520884,-90.1427019
170179602001,99144349,280552,39.9782716,-90.1416864
170730303007,34512846,0,41.4276131,-90.1403993
170159603001,5377727,0,42.1024012,-90.1397419
170159603004,2734145,164360,42.0792914,-90.1297605
170730303003,8280526,153,41.4533154,-90.1260406
170159603003,1833295,0,42.0884174,-90.1236674
170579529001,178952728,1547174,40.6737073,-90.1201753
170159606001,16667811,15953882,41.9580171,-90.1168467
170579537002,154718986,854171,40.3716612,-90.1116196
170850201004,73040879,0,42.4876019,-90.0948619
170579529002,102289366,1001304,40.5896038,-90.093923
170179601001,106383426,1053255,40.0523033,-90.0892842
170159602001,240839239,10893799,42.1664512,-90.0746902
170179601002,194948222,0,39.9350585,-90.0738632
170159602002,113117885,20872657,42.0505774,-90.0724033
170730311002,14741486,0,41.1798199,-90.0706304
170730304002,232885199,209524,41.5197031,-90.0684105
170579535002,6351706,126468,40.5541777,-90.0674792
170579535003,11718443,119625,40.5323131,-90.0569334
170850205001,115274813,0,42.3136583,-90.05539
170579537003,29450787,465382,40.4844633,-90.0540847
170579533002,11405960,557019,40.576552,-90.053657
170579534003,803753,0,40.5564502,-90.0497199
170730311003,15601461,16978,41.1586456,-90.0402782
170579534002,419070,0,40.5570882,-90.0365814
170579533003,831459,0,40.5644516,-90.0344589
170579533001,2126482,0,40.5840413,-90.0320323
170579534001,632478,0,40.5532656,-90.0318112
170579535001,480684,0,40.547827,-90.0316652
170579536002,310211,0,40.5614277,-90.0291351
170579536003,335499,0,40.5535748,-90.0236447
170579536005,375825,0,40.5582605,-90.0232478
170579536001,2551714,0,40.5752916,-90.023168
170730305003,213004103,10560,41.2628049,-90.0230639
170730305002,239367004,733477,41.3629015,-90.0222961
170579528002,5788658,0,40.6993206,-90.0168145
170850205003,3777713,0,42.344941,-90.0161411
170579535004,8713664,544969,40.5288228,-90.0143447
170850201003,135761098,0,42.4365413,-90.0134685
170730311001,12964946,0,41.1766804,-90.0124214
170579536004,2279977,0,40.561053,-90.0097658
170179601003,4228901,0,39.8819265,-90.0062725
170730304003,6837401,216149,41.4132068,-90.0040026
170850205002,197001056,0,42.2587361,-90.0013554
170850205004,4730279,0,42.3457166,-89.9969507
170579528001,2580730,0,40.7051903,-89.9959151
170579528003,2564380,13105,40.6884889,-89.9958613
170159606002,173316429,4440839,41.9670392,-89.9836245
170579537001,173944511,20420583,40.4765576,-89.978756
170159604002,496548,0,42.0969964,-89.9762745
170850201001,8023651,0,42.4984843,-89.9727922
170730306003,6937846,0,41.2426697,-89.9568417
170159604001,30872141,0,42.1065745,-89.9499614
170159604003,83704392,37192,42.0632219,-89.948934
170730306002,13579060,0,41.2674733,-89.9457358
170730309004,582762,0,41.2362804,-89.9387005
170730309001,801397,0,41.2412768,-89.9346541
170579529003,74470335,974262,40.5862295,-89.9318805
170730310002,59463616,0,41.1789181,-89.930967
170730304001,215466586,255069,41.4885678,-89.9300396
170730310001,1104543,0,41.2314239,-89.9258629
170730309002,448753,0,41.2402467,-89.9249572
170730309003,504106,0,41.2363319,-89.9226959
170730308002,1026826,0,41.246359,-89.9153808
170730310003,19549688,0,41.2087507,-89.9118384
170730305001,11913768,0,41.3908891,-89.90483
170730306001,11372684,0,41.2677424,-89.898849
170730308003,15643338,31720,41.2395048,-89.8814389
170730308001,5704321,0,41.258144,-89.880569
170159601003,5339719,0,42.1099952,-89.8423501
170159601004,7737762,0,42.1105377,-89.8179657
170159605003,72612971,0,41.9758903,-89.8174875
170119648003,242065448,107565,41.4868985,-89.8032021
170159601001,177904462,1632371,42.1462688,-89.7990338
170159605001,137210362,29103,42.0578026,-89.7962665
170119656003,88828882,0,41.2751,-89.7929727
170119656001,153122193,592510,41.371242,-89.7685302
170159601002,1336884,0,42.1548419,-89.7406468
170159605002,79525775,0,41.9839116,-89.7256414
170119656002,6804353,0,41.3558254,-89.7242697
170279006024,2875007,0,38.5435587,-89.6971895
170279001002,8100815,0,38.6042461,-89.6966246
170279006023,2009860,0,38.5295044,-89.6958149
170119656004,103953186,146036,41.2870008,-89.6931031
170279001003,5095266,4968,38.6034988,-89.6707201
170119648002,130957872,176176,41.5360248,-89.667157
170279006022,68911655,402676,38.4848039,-89.6572996
170279006021,68212588,381930,38.5466877,-89.6474749
170279001001,58769760,84029,38.6196439,-89.6420028
170119648004,121919031,25980,41.4458179,-89.6162172
170279001004,7174896,0,38.6014327,-89.612508
170119655001,19131744,24041,41.3802137,-89.6062938
170279006025,45844114,724063,38.5310413,-89.5751623
170279002002,67433211,30672,38.6939058,-89.567367
170770101001,62089422,59830,37.9133942,-89.5657819
170770103002,296412011,9780894,37.7878131,-89.56185
170119648001,43710760,0,41.5483732,-89.5609375
170059514003,108198230,6247,38.9417364,-89.5490276
170059514001,98953325,55365,38.990665,-89.5475526
170059515002,78825126,138426,38.7852284,-89.5468825
170279006012,10741076,0,38.5667737,-89.5358943
170119655004,260655013,260129,41.2270663,-89.5340712
170059515001,5746750,141521,38.8211901,-89.5325062
170119655003,21666216,45429,41.2985687,-89.5324436
170279003001,1058993,0,38.6188752,-89.5311873
170119655002,125029007,384529,41.3377691,-89.5203636
170279003004,4368515,65769,38.5993909,-89.5176342
170279003002,2881818,0,38.6174045,-89.5174746
170279006011,69143838,110628,38.5188092,-89.5163728
170059514002,119998997,147747,38.8569856,-89.5142001
170279003003,1604677,0,38.6082538,-89.5138477
170119649002,79045235,0,41.4347595,-89.5137944
170219590003,54329871,0,39.3967198,-89.4981538
170279003005,125961508,0,38.616726,-89.49592
170119653003,1801239,0,41.3774682,-89.4770998
170119654003,11478422,0,41.3519161,-89.4769409
170219582004,128238577,8182906,39.6021254,-89.4743155
170119649003,544312,0,41.3835328,-89.4703221
170770101002,152373705,4090376,37.8815538,-89.4669357
170119647003,112786292,29331,41.5449762,-89.4650208
170039576003,72421048,5047876,37.3012834,-89.4612208
170119653002,776591,0,41.3744081,-89.4603804
170119654002,705563,0,41.3677255,-89.4603206
170119653001,9971830,0,41.4016731,-89.4556879
170279002001,118244647,0,38.6985749,-89.447787
170770103003,161472121,6364378,37.6538634,-89.4415115
170279003006,9522951,0,38.603498,-89.433874
170119654001,15410419,0,41.3568734,-89.4325837
170039577001,32032994,4162982,37.1983485,-89.4307199
170219590002,170111933,37544,39.4691445,-89.4240502
170059513004,1271433,0,38.8882785,-89.4170137
170219582003,36664561,1271644,39.5743161,-89.4152701
170219582002,819897,0,39.5884194,-89.4143118
170119649001,107360667,70934,41.4427824,-89.4123093
170059513003,318273,0,38.8906275,-89.4099022
170059513002,526699,0,38.8930921,-89.4023776
170059513001,2417569,0,38.8993086,-89.4010857
170059512002,52743422,1440088,38.9227688,-89.39462
170279004022,2319939,0,38.6100503,-89.3928226
170059515003,192685547,241699,38.814733,-89.3862901
170279004023,3355618,0,38.6184112,-89.3858804
170059513005,11213441,0,38.882751,-89.383453
170219581003,54839491,0,39.661609,-89.3808768
170119650005,71657793,3806538,41.3089447,-89.3721198
170770104001,93478700,4604026,37.8148654,-89.3706753
170279005004,120952746,593491,38.5268473,-89.3679944
170770106003,62522432,1258435,37.7304563,-89.365178
170279004024,2360854,62953,38.6192517,-89.3650827
170279004025,1429834,0,38.6072075,-89.3646961
170279004021,63752247,365448,38.5840248,-89.3608157
170219590001,31011560,37640,39.516027,-89.358129
170059512001,183901138,1807448,38.9788393,-89.3566488
170770106005,2279747,161696,37.7600565,-89.3557172
170219582001,64788278,269253,39.5756802,-89.35331
170219590004,206857764,1610675,39.4005897,-89.3531471
170770101003,112998959,1148444,37.896969,-89.3494273
170770106001,841243,4374,37.7766223,-89.3483474
170770106002,812218,0,37.7663444,-89.3483333
170770106004,676697,0,37.7603983,-89.3461514
170770107001,353263,0,37.7691199,-89.3395538
170770104002,7842302,88384,37.8032229,-89.3385702
170039577002,243532647,25781929,37.1267038,-89.3358748
170770107002,494780,0,37.7644289,-89.3344496
170770107003,608360,0,37.7724097,-89.3343144
170119647002,99286152,28518,41.5423563,-89.3332861
170039576002,173834749,25342,37.2930028,-89.3317485
170770103001,86483189,5173360,37.6550723,-89.330753
170770107004,783859,18877,37.7691939,-89.3284791
170219583004,4963612,13820,39.5552361,-89.3237008
170219581002,186308133,88358,39.7025881,-89.3206756
170059515004,113923636,2423489,38.7920159,-89.3166172
170119650004,11410926,3906199,41.3218644,-89.3162283
170219584003,839971,0,39.5496669,-89.3142169
170279004026,86942705,72040398,38.6923212,-89.311544
170219584004,1189428,0,39.5425806,-89.3113308
170770107005,10987258,246621,37.7562052,-89.3096227
170119650001,159234930,197472,41.4280175,-89.3062326
170770104003,15124239,271262,37.7892302,-89.3056191
170219584002,361574,0,39.5486463,-89.3043354
170219583003,787815,0,39.5572674,-89.3024995
170119650003,2847112,0,41.329333,-89.3011072
170219584005,359067,0,39.5438724,-89.3003081
170219584001,454207,0,39.5489594,-89.2980587
170219585002,977513,0,39.540967,-89.2949495
170059512003,14195064,24323,38.9199016,-89.2897187
170219583002,7087005,0,39.5690163,-89.2860593
170219583001,590748,0,39.5557886,-89.2851207
170219585003,1013977,0,39.5448171,-89.2845796
170039576001,36524212,15623,37.2439759,-89.2840539
170219590005,28749962,2336077,39.512605,-89.2787316
170770110001,9006880,287320,37.7419898,-89.2773503
170219585001,2855878,0,39.5515622,-89.2714264
170770110002,14944862,367964,37.712537,-89.2710314
170119650002,38898690,213126,41.3516847,-89.2674455
170770116003,23690874,2106946,37.6756215,-89.2625565
170119652004,6352775,871450,41.3298396,-89.2504158
170770108001,25023086,443587,37.7696081,-89.2502668
170770116001,41011687,541998,37.6236922,-89.2442095
170770110003,1158513,2583,37.7231546,-89.2417672
170770110004,511851,0,37.7217959,-89.2352383
170770108003,1834284,932,37.7348257,-89.2349513
170770117002,8757284,786837,37.699811,-89.2305928
170770110005,543196,0,37.7214309,-89.2304966
170119651002,5452674,0,41.3929725,-89.2287766
170770102001,28964931,369227,37.9329812,-89.2264109
170770111001,250274,0,37.7229528,-89.2259543
170770108004,1798193,0,37.7408256,-89.2249251
170770108002,375381,0,37.728553,-89.2228669
170770108005,403203,0,37.732206,-89.2222892
170770111003,125686,0,37.7223325,-89.2203345
170770111002,312629,0,37.724835,-89.2203052
170770102003,87340763,2795380,37.8359304,-89.2202297
170119647001,100731141,0,41.5357553,-89.2196454
170770111004,181820,0,37.7203493,-89.2192298
170119652003,3006858,73087,41.3174712,-89.2175178
170219587003,139993635,1748910,39.4550159,-89.2166601
170039578001,40181725,4789329,37.059207,-89.2152278
170770117001,3299787,67099,37.6809534,-89.215102
170279005001,51751657,752,38.5391162,-89.2140101
170770102002,69686734,4312423,37.892867,-89.2136556
170770109003,581031,0,37.7311981,-89.2126898
170770112002,690561,0,37.7227981,-89.2122171
170219581001,131234022,9017,39.7577561,-89.2080691
170519510002,193515631,17557348,38.8334598,-89.2067893
170770114001,248685,0,37.7158539,-89.2053874
170770112004,358734,996,37.7194463,-89.2037377
170770112003,620298,102,37.7254647,-89.20339
170119652002,474238,0,41.3254851,-89.2021354
170770114002,1792295,20733,37.7079289,-89.20206
170279004011,208599134,724558,38.6463037,-89.2016316
170119647004,48300279,0,41.4439238,-89.2016035
170519507003,184914116,532432,39.0283501,-89.2015858
170770109002,7562880,44500,37.7424141,-89.2007457
170770117003,9280540,194872,37.692718,-89.1989546
170119651003,16379165,26104,41.34528,-89.1936672
170770112005,1942006,10327,37.7208949,-89.190939
170119651001,23795301,0,41.3843682,-89.1905613
170770114003,2805856,40578,37.7095462,-89.1879596
170219586001,3930664,0,39.6441982,-89.1863554
170039579002,1201344,0,37.0022672,-89.1836229
170770109001,41635974,737271,37.7815588,-89.1824764
170519507002,139390522,282206,39.1715298,-89.1824624
170039578002,1357196,116765,37.0138696,-89.1806252
170770116002,48954477,873758,37.6495183,-89.1795132
170119652001,5233683,593262,41.3207475,-89.1758277
170770112001,8409643,139505,37.7257963,-89.1705788
170279005003,3410328,0,38.52854,-89.1589513
170279005005,3251886,0,38.511786,-89.1560683
170219586002,213856102,45461,39.6226604,-89.1553
170279005002,1791975,0,38.5336765,-89.1462965
170219586003,123991957,0,39.5546745,-89.135969
170550404001,15930311,73589,37.8832631,-89.1277982
170519507004,45620022,2280028,39.0341632,-89.1272696
170519508003,2738201,0,38.9655265,-89.1187519
170519509002,4021343,0,38.9515978,-89.115812
170519510001,100796638,553419,38.919434,-89.1155111
170219587004,132373813,570209,39.3936364,-89.1102408
170550402001,69776130,570661,38.0015084,-89.1047718
170519509003,3723703,170901,38.9415604,-89.1041005
170519508002,8713525,30985,38.9876209,-89.1038791
170519509001,599580,0,38.9602874,-89.1007393
170550404002,9577951,219921,37.8804206,-89.1001843
170219589003,1902203,0,39.3836931,-89.0929756
170550401001,48855646,369486,38.091796,-89.0925848
170519508001,1998786,0,38.9723983,-89.0914013
170219589002,2472452,0,39.3980695,-89.0912025
170399716001,77261210,0,40.2453151,-89.0909634
170810503003,126090570,4724806,38.1831566,-89.0904404
170519507001,79505370,80518,39.1504364,-89.0902545
170810501001,109972620,291456,38.4249222,-89.0883671
170219587002,87619815,0,39.4768426,-89.0879236
170399716003,67462809,57235,40.1247479,-89.0846018
170810503002,129296895,108437,38.3042811,-89.0828013
170219588003,1135380,0,39.3801054,-89.0798675
170219588002,846851,0,39.388156,-89.0776738
170550404005,59688656,1237086,37.9286866,-89.0771292
170219589001,2694211,0,39.3978362,-89.0726219
170550403001,2890972,21280,37.9779689,-89.0697274
170550404003,9924542,221841,37.9016956,-89.0693601
170219588001,1322869,0,39.3827847,-89.067833
170519510003,90589189,194505,38.8743411,-89.0673785
170550404004,13813921,991400,37.879557,-89.0651164
170550402003,15573822,341650,38.0023557,-89.0629353
170550403004,4658927,10524,37.9574562,-89.0613509
170550401003,3859661,35360,38.0776426,-89.0454545
170550403003,4455987,15403,37.9820603,-89.0451627
170219587001,9704062,0,39.5075902,-89.0421668
170810503001,36398573,57269,38.3343619,-89.0420387
170550403002,5265700,137374,37.9612397,-89.0415484
170810503004,56371108,1009336,38.2023475,-89.0392095
170399716002,142376945,52034,40.2045801,-89.038406
170399716004,104569935,56027,40.0849775,-89.0330264
170519506002,148737341,203531,39.0461771,-89.0205224
170550402002,32902315,534324,38.0195923,-89.0169404
170550401002,46604720,19346583,38.0842698,-89.0131441
170879777001,72439735,539708,37.5454575,-89.0093906
170550402004,22790153,575745,37.979336,-89.006275
170810501002,70405355,60790,38.42881,-89.006118
170550408001,41575189,967195,37.8869481,-88.9926206
170519506001,172672743,137341,39.1504071,-88.9826321
170879778002,130343353,811501,37.3623478,-88.9774278
170399717003,2748109,0,40.1451917,-88.9748312
170810505001,63878726,111234,38.3193068,-88.9743365
170879777003,101383313,1542226,37.4787265,-88.9682903
170399717001,1457619,11337,40.1610477,-88.9661899
170519511002,133283298,144243,38.8921653,-88.9659656
170399717002,385842,0,40.1533692,-88.9654919
170519506003,33330626,50020,39.0118238,-88.9608284
170810503005,73295676,15910818,38.2052133,-88.960815
170399718001,750906,0,40.1445998,-88.9604396
170879777002,14708338,178426,37.5676581,-88.9586857
170550406002,5187412,91004,37.9959751,-88.9551256
170399718002,4344757,0,40.1419939,-88.94985
170810505002,3280726,43993,38.3277675,-88.9464108
170550409003,5583496,18408,37.8968547,-88.9455824
170399718003,2874640,0,40.1584036,-88.9450653
170550406001,9880953,215881,38.0088597,-88.9428962
170550409001,2270431,72210,37.9136098,-88.9420506
170550409002,640033,0,37.9021791,-88.9415239
170810505003,5137212,0,38.302543,-88.9382137
170550405001,38745862,22946791,38.0745656,-88.9368589
170810506001,9091475,52413,38.33918,-88.9330696
170810506002,1726822,0,38.3229889,-88.9327201
170810501003,36110816,82547,38.4512313,-88.9294541
170810506004,632591,0,38.304166,-88.929132
170810506003,602103,0,38.3113349,-88.9284854
170810507001,17268248,98128,38.3762566,-88.9261708
170550406003,1545288,18170,37.9853614,-88.9251525
170550410003,919851,1310,37.8897033,-88.9251439
170550408003,57863105,1334363,37.9368277,-88.9224251
170070105003,27209632,465064,42.2749311,-88.9213319
170879778001,13659361,188163,37.434322,-88.9201269
170810509001,403245,0,38.3134231,-88.9198711
170550410001,2698192,137939,37.910001,-88.9198605
170810509002,1216935,24258,38.3041175,-88.9187421
170550410002,756616,0,37.8984188,-88.9187297
170550407003,50101451,497446,37.9729814,-88.9180703
170550407001,543140,0,38.0041709,-88.917392
170810507002,1694483,1993,38.336768,-88.9166379
170810509003,317804,0,38.3103169,-88.9139237
170070105001,12215094,69398,42.3136135,-88.9102063
170810511001,543417,0,38.3021907,-88.9092942
170810507003,3282037,0,38.3410672,-88.9089511
170550411001,1845284,4860,37.9037294,-88.9084673
170550411002,15454940,130543,37.8696596,-88.9081343
170550407002,930863,0,38.0059004,-88.9076033
170550407005,2411117,955,37.9891889,-88.9056795
170070105004,12467292,17202,42.2933071,-88.9048835
170810510001,2064545,0,38.3138638,-88.9042642
170550411003,643221,0,37.8973529,-88.9038628
170070106024,63588495,79880,42.3753365,-88.9029881
170810504004,27320094,1190213,38.2082078,-88.9006849
170810511003,28564741,95615,38.2758295,-88.9004445
170879776001,53881612,5072070,37.5763666,-88.8980695
170550407004,1413427,16565,37.9969667,-88.8976496
170810507004,1647482,0,38.3235916,-88.8975473
170070104001,40703390,302850,42.2292536,-88.8907132
170550405002,37250720,3664419,38.048228,-88.88569
